FY,Department,Division,Month,Category,Category_Group,Perm_Budget,Current_Budget,Expenditure,Balance,Date,Fiscal_Month,Month_Name
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,Classified Overtime/VSDP,Bonus/OT/VSDP,476,476,18420.76,-17944.76,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,Bonus,Bonus/OT/VSDP,4000,4000,50939,-46939,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,Fringes,Fringes,788108,752886,803357.79,-50471.79000000004,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,Contractual/Maintenance,Software & Maintenance,-66825,1670,672.61,997.39,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,Training/Travel,Training & Travel,13625,13625,3729.38,9895.619999999999,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,Supp/Fuel/Postage,Supplies & Printing,9357,9357,539.24,8817.76,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,University/FMD/Other,Bonus/OT/VSDP,6000,6000,80,5920,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,Fleet Mgt/Parking,Other,7370,7370,6357.96,1012.04,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,Telecomm/Wireless,Telecomm & Network,23052,23052,6413.57,16638.43,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,Printing,Supplies & Printing,0,0,90.89,-90.89,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,Operating Lease Equipment,Equipment & Hardware,1500,1500,8696.52,-7196.52,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,Lease/Equipment,Equipment & Hardware,30410,30410,20449.92,9960.080000000002,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,Recoveries from Housing,Recoveries & Revenue,0,-68495,-74178,5683,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,Recoveries/Labor/Data Install,Recoveries & Revenue,-50000,-50000,-35280,-14720,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,Recoveries/Internal,Recoveries & Revenue,-350000,-350000,-230161.31,-119838.69,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,Contractual,Contractual & Services,90000,90000,37.34,89962.66,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,Network/Data Supplies,Supplies & Printing,1000000,1000000,722205.7,277794.30000000005,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,Data Installation,Other,0,0,-1427698.87,1427698.87,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,Network Components,Telecomm & Network,190000,190000,632.21,189367.79,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,VCUHS Revenue/Other Sales,Bonus/OT/VSDP,-5000,-5000,-2112.39,-2887.61,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,Network Costs,Telecomm & Network,100000,100000,108662,-8662,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,Tele Circuits,Telecomm & Network,136066,136066,140176.02,-4110.0199999999895,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,Skilled Services,Contractual & Services,200000,200000,170767.07,29232.929999999993,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,Maintenance,Software & Maintenance,0,0,4054.32,-4054.32,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,Housing Bandwidth,Other,0,0,-186662,186662,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,Other  VCUHS Revenue,Recoveries & Revenue,0,0,-13563.81,13563.81,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,Recovery,Recoveries & Revenue,-55600,-55600,-162557.8,106957.79999999999,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,Network/Data Components,Telecomm & Network,0,0,25636.25,-25636.25,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,Electrical,Other,0,0,1545.77,-1545.77,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,Salaries,Salaries,2131622,2166870,1753595.94,413274.06000000006,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,On Call,Bonus/OT/VSDP,8095,8095,1108,6987,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,Bonuses,Bonus/OT/VSDP,19000,19000,42672,-23672,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,VSDP/Leave Payout,Bonus/OT/VSDP,0,0,9696.96,-9696.96,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,Fringes,Fringes,838680,811209,673263.3999999999,137945.6000000001,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,Consultant/Contractual,Contractual & Services,10843,10843,25840,-14997,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,University/Repair maint/Fuel,Software & Maintenance,0,0,2352,-2352,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,Express/Courier Services,Other,14540,14540,7686,6854,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,Supplies,Supplies & Printing,63500,63500,24038.04,39461.96,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,Recovery/Internal charge,Recoveries & Revenue,0,0,17813.55,-17813.55,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,Telecomm,Telecomm & Network,12813,12813,9836.39,2976.6100000000006,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,Leases/Printing,Supplies & Printing,2445,2445,1380.74,1064.26,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,Training/Travel,Training & Travel,11500,11500,400,11100,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,FMD/Parking,Other,2500,2500,1141.38,1358.62,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,Hardware Maintenance,Software & Maintenance,0,0,80560.66,-80560.66,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,Software Maintenance,Software & Maintenance,233998,233998,807494.94,-631218.7599999999,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,Other Equipment,Equipment & Hardware,15000,15000,39250.11,-24250.11,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,Recoveries/SLA Fees,Recoveries & Revenue,-126453,-126453,-570903.2300000001,444450.2300000001,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,Recoveries/SAN Fees,Recoveries & Revenue,-40000,-40000,-11285,-28715,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,Salaries,Salaries,545559,556478,523106.16000000003,33371.83999999997,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,On Call,Bonus/OT/VSDP,7143,7143,376,6767,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,OT/Bonuses,Bonus/OT/VSDP,3500,3500,29541.17,-26041.17,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,Hourly/IT HourlyWages,Salaries,57000,57000,67700.83,-10700.830000000002,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,Hourly Fringe,Salaries,3718,3718,5176.43,-1458.4300000000003,2025-06-30,12,Jun
FY25,Network Services,Network & Infrastructure,a/o 6/30/25,Fringes,Fringes,192578,183748,206876.6,-23128.600000000006,2025-06-30,12,Jun
FY25,Administrative Systems,Application Services,a/o 6/30/25,IT/Univ Salaries,Salaries,1413092,1443821,1554251.12,-110430.12000000011,2025-06-30,12,Jun
FY25,Administrative Systems,Application Services,a/o 6/30/25,On Call,Bonus/OT/VSDP,4762,4762,132,4630,2025-06-30,12,Jun
FY25,Administrative Systems,Application Services,a/o 6/30/25,Awards/Bonuses,Bonus/OT/VSDP,10000,10000,31167,-21167,2025-06-30,12,Jun
FY25,Administrative Systems,Application Services,a/o 6/30/25,Fringe,Fringes,578781,553777,603254.99,-49477.98999999999,2025-06-30,12,Jun
FY25,Administrative Systems,Application Services,a/o 6/30/25,Technical Services/Consulting,Contractual & Services,7980,7980,40185,-32205,2025-06-30,12,Jun
FY25,Administrative Systems,Application Services,a/o 6/30/25,Telecomm,Telecomm & Network,5280,5280,2610,2670,2025-06-30,12,Jun
FY25,Administrative Systems,Application Services,a/o 6/30/25,Other,Other,0,0,1166,-1166,2025-06-30,12,Jun
FY25,Administrative Systems,Application Services,a/o 6/30/25,Maintenance,Software & Maintenance,701560,701560,1485729.88,-784169.8799999999,2025-06-30,12,Jun
FY25,Administrative Systems,Application Services,a/o 6/30/25,Training/Memberships,Training & Travel,7494,7494,5151.39,2342.6099999999997,2025-06-30,12,Jun
FY25,Administrative Systems,Application Services,a/o 6/30/25,Supplies,Supplies & Printing,14426,14426,157.72,14268.28,2025-06-30,12,Jun
FY25,Administrative Systems,Application Services,a/o 6/30/25,Hardware/Software/RamTech,Software & Maintenance,4810,4810,5438.53,-628.5299999999997,2025-06-30,12,Jun
FY25,Application Services,Application Services,a/o 6/30/25,Faculty Salaries,Salaries,0,0,1456988.65,-1456988.65,2025-06-30,12,Jun
FY25,Application Services,Application Services,a/o 6/30/25,Hourly Wages,Salaries,18794,18794,7995,10799,2025-06-30,12,Jun
FY25,Application Services,Application Services,a/o 6/30/25,Bonus,Bonus/OT/VSDP,0,0,22305,-22305,2025-06-30,12,Jun
FY25,Application Services,Application Services,a/o 6/30/25,On Call,Bonus/OT/VSDP,9524,9524,1223,8301,2025-06-30,12,Jun
FY25,Application Services,Application Services,a/o 6/30/25,Fringes,Fringes,589813,566095,553221.1,12873.900000000023,2025-06-30,12,Jun
FY25,Application Services,Application Services,a/o 6/30/25,Tele Sppt.,Telecomm & Network,0,0,7524.72,-7524.72,2025-06-30,12,Jun
FY25,Application Services,Application Services,a/o 6/30/25,Supplies/Postage,Supplies & Printing,17960,17960,62.47,17897.53,2025-06-30,12,Jun
FY25,Application Services,Application Services,a/o 6/30/25,Computer Supplies,Supplies & Printing,0,0,1357.87,-1357.87,2025-06-30,12,Jun
FY25,Application Services,Application Services,a/o 6/30/25,Telecomm/Wireless,Telecomm & Network,13090,13090,4167.8,8922.2,2025-06-30,12,Jun
FY25,Application Services,Application Services,a/o 6/30/25,Training/Travel,Training & Travel,21967,21967,2805.6,19161.4,2025-06-30,12,Jun
FY25,Application Services,Application Services,a/o 6/30/25,Lease/Other Op/Print,Bonus/OT/VSDP,10000,10000,1810,8190,2025-06-30,12,Jun
FY25,Application Services,Application Services,a/o 6/30/25,Software Maintenance,Software & Maintenance,253200,253200,485287.48000000004,-232087.48000000004,2025-06-30,12,Jun
FY25,Application Services,Application Services,a/o 6/30/25,Hardware/RamTech,Equipment & Hardware,38020,38020,14281.77,23738.23,2025-06-30,12,Jun
FY25,Application Services,Application Services,a/o 6/30/25,Internal/Recovery,Recoveries & Revenue,0,0,-1543.21,1543.21,2025-06-30,12,Jun
FY25,Central Services,Central Services,a/o 6/30/25,IT Salaries,Salaries,843988,861092,817112.28,43979.71999999997,2025-06-30,12,Jun
FY25,Central Services,Central Services,a/o 6/30/25,On Call/Hourly,Salaries,0,0,5232,-5232,2025-06-30,12,Jun
FY25,Central Services,Central Services,a/o 6/30/25,Bonus,Bonus/OT/VSDP,0,0,16135,-16135,2025-06-30,12,Jun
FY25,Central Services,Central Services,a/o 6/30/25,Fringe,Fringes,300556,287681,316406.38999999996,-28725.389999999956,2025-06-30,12,Jun
FY25,Central Services,Central Services,a/o 6/30/25,Contractual/Other,Bonus/OT/VSDP,0,0,-278608.68,278608.68,2025-06-30,12,Jun
FY25,Central Services,Central Services,a/o 6/30/25,Supplies/Printing,Supplies & Printing,5000,5000,260.08,4739.92,2025-06-30,12,Jun
FY25,Central Services,Central Services,a/o 6/30/25,Telecomm,Telecomm & Network,2000,2000,1440.49,559.51,2025-06-30,12,Jun
FY25,Central Services,Central Services,a/o 6/30/25,Travel/Training,Training & Travel,8000,8000,400,7600,2025-06-30,12,Jun
FY25,Central Services,Central Services,a/o 6/30/25,Software /Maintenance,Software & Maintenance,454154,454154,892219.01,-438065.01,2025-06-30,12,Jun
FY25,Media Support Services,Academic Technology,a/o 6/30/25,IT/Univ. Salaries,Salaries,643468,771645,607822.7,163822.30000000005,2025-06-30,12,Jun
FY25,Media Support Services,Academic Technology,a/o 6/30/25,OT/Bonuses,Bonus/OT/VSDP,1750,1750,9494,-7744,2025-06-30,12,Jun
FY25,Media Support Services,Academic Technology,a/o 6/30/25,VSDP,Bonus/OT/VSDP,0,0,11799.7,-11799.7,2025-06-30,12,Jun
FY25,Media Support Services,Academic Technology,a/o 6/30/25,Fringes,Fringes,223517,215063,238145.62,-23082.619999999995,2025-06-30,12,Jun
FY25,Media Support Services,Academic Technology,a/o 6/30/25,Contractual/Maint./Software,Software & Maintenance,0,0,1803.03,-1803.03,2025-06-30,12,Jun
FY25,Media Support Services,Academic Technology,a/o 6/30/25,Supplies/Shipping,Supplies & Printing,2800,2800,1229.11,1570.89,2025-06-30,12,Jun
FY25,Media Support Services,Academic Technology,a/o 6/30/25,Fuel/Printing,Supplies & Printing,0,0,101.38,-101.38,2025-06-30,12,Jun
FY25,Media Support Services,Academic Technology,a/o 6/30/25,Office Furniture,Other,0,0,3785.4,-3785.4,2025-06-30,12,Jun
FY25,Media Support Services,Academic Technology,a/o 6/30/25,Telecomm/Wireless,Telecomm & Network,2520,2520,3967.18,-1447.1799999999998,2025-06-30,12,Jun
FY25,Media Support Services,Academic Technology,a/o 6/30/25,Services/Leases,Other,0,0,1922.23,-1922.23,2025-06-30,12,Jun
FY25,Media Support Services,Academic Technology,a/o 6/30/25,Training/Travel,Training & Travel,4025,4025,2316.7700000000004,1708.2299999999996,2025-06-30,12,Jun
FY25,Media Support Services,Academic Technology,a/o 6/30/25,University/Parking/Electrical,Other,0,0,2156.1,-2156.1,2025-06-30,12,Jun
FY25,Media Support Services,Academic Technology,a/o 6/30/25,Equipment/Repair,Equipment & Hardware,5600,5600,14779.75,-9179.75,2025-06-30,12,Jun
FY25,Media Support Services,Academic Technology,a/o 6/30/25,Recoveries/Project Mgt Fees,Recoveries & Revenue,-169000,-169000,-60713.23,-108286.76999999999,2025-06-30,12,Jun
FY25,Academic Technologies,Academic Technology,a/o 6/30/25,Salaries,Salaries,236557,244145,342968.88,-98823.88,2025-06-30,12,Jun
FY25,Academic Technologies,Academic Technology,a/o 6/30/25,Bonuses/On Call/OT,Bonus/OT/VSDP,1167,1167,7994,-6827,2025-06-30,12,Jun
FY25,Academic Technologies,Academic Technology,a/o 6/30/25,Hourly/Student Wages,Salaries,0,9114,36345.03,-27231.03,2025-06-30,12,Jun
FY25,Academic Technologies,Academic Technology,a/o 6/30/25,Fringe Part-time,Fringes,0,0,2401.13,-2401.13,2025-06-30,12,Jun
FY25,Academic Technologies,Academic Technology,a/o 6/30/25,Fringes,Fringes,75780,70915,132839.34,-61924.34,2025-06-30,12,Jun
FY25,Academic Technologies,Academic Technology,a/o 6/30/25,Equipment lease/Printing,Supplies & Printing,0,0,429.72999999999996,-429.72999999999996,2025-06-30,12,Jun
FY25,Academic Technologies,Academic Technology,a/o 6/30/25,Internal charge/Recovery,Recoveries & Revenue,0,0,-279826.75,279826.75,2025-06-30,12,Jun
FY25,Academic Technologies,Academic Technology,a/o 6/30/25,Clothing/Supplies/Postage,Supplies & Printing,1867,1867,3687.71,-1820.71,2025-06-30,12,Jun
FY25,Academic Technologies,Academic Technology,a/o 6/30/25,University/FMD,Other,0,0,1027.22,-1027.22,2025-06-30,12,Jun
FY25,Academic Technologies,Academic Technology,a/o 6/30/25,Telecomm/Wireless,Telecomm & Network,1880,1880,1437.6,442.4000000000001,2025-06-30,12,Jun
FY25,Academic Technologies,Academic Technology,a/o 6/30/25,Hardware/Software/Maint,Software & Maintenance,3733,3733,14248.95,-10515.95,2025-06-30,12,Jun
FY25,Media Support Services,Academic Technology,a/o 6/30/25,Salaries,Salaries,280058,319878,450549.85,-130671.84999999998,2025-06-30,12,Jun
FY25,Media Support Services,Academic Technology,a/o 6/30/25,Bonuses/OT/VSDP,Bonus/OT/VSDP,2917,2917,6988,-4071,2025-06-30,12,Jun
FY25,Media Support Services,Academic Technology,a/o 6/30/25,Student/Hourly Wages,Salaries,110000,110000,86999.39,23000.61,2025-06-30,12,Jun
FY25,Media Support Services,Academic Technology,a/o 6/30/25,Hourly Fringe,Salaries,9982,9982,2601.71,7380.29,2025-06-30,12,Jun
FY25,Media Support Services,Academic Technology,a/o 6/30/25,Fringes,Fringes,148952,142488,170562.31,-28074.309999999998,2025-06-30,12,Jun
FY25,Media Support Services,Academic Technology,a/o 6/30/25,Contractual/Express Serv,Contractual & Services,0,0,1154.12,-1154.12,2025-06-30,12,Jun
FY25,Media Support Services,Academic Technology,a/o 6/30/25,Technical/Printing,Supplies & Printing,0,0,19.39,-19.39,2025-06-30,12,Jun
FY25,Media Support Services,Academic Technology,a/o 6/30/25,Clothing/Supplies/Postage,Supplies & Printing,4667,4667,1374.2599999999998,3292.7400000000002,2025-06-30,12,Jun
FY25,Media Support Services,Academic Technology,a/o 6/30/25,Training/Travel,Training & Travel,6708,6708,5055,1653,2025-06-30,12,Jun
FY25,Media Support Services,Academic Technology,a/o 6/30/25,Univ/FMD/Fuel/Install,Other,0,0,764.67,-764.67,2025-06-30,12,Jun
FY25,Media Support Services,Academic Technology,a/o 6/30/25,Telecomm/Wireless,Telecomm & Network,4760,4760,5354.71,-594.71,2025-06-30,12,Jun
FY25,Media Support Services,Academic Technology,a/o 6/30/25,Hardware/Software,Software & Maintenance,9333,9333,2447.92,6885.08,2025-06-30,12,Jun
FY25,Media Support Services,Academic Technology,a/o 6/30/25,Audio Equipment /Lease,Equipment & Hardware,0,0,9173.26,-9173.26,2025-06-30,12,Jun
FY25,Media Support Services,Academic Technology,a/o 6/30/25,Recoveries/ Internal,Recoveries & Revenue,-30000,-30000,-104122.5,74122.5,2025-06-30,12,Jun
FY25,Academic Technologies,Academic Technology,a/o 6/30/25,IT Salaries,Salaries,169960,173445,168706.08000000002,4738.919999999984,2025-06-30,12,Jun
FY25,Academic Technologies,Academic Technology,a/o 6/30/25,On Call/Bonuses,Bonus/OT/VSDP,0,0,3523,-3523,2025-06-30,12,Jun
FY25,Academic Technologies,Academic Technology,a/o 6/30/25,Fringe,Fringes,56822,54143,65436.44,-11293.440000000002,2025-06-30,12,Jun
FY25,Academic Technologies,Academic Technology,a/o 6/30/25,Contractual/Printing,Supplies & Printing,6954,6954,470,6484,2025-06-30,12,Jun
FY25,Academic Technologies,Academic Technology,a/o 6/30/25,Telecomm,Telecomm & Network,0,0,1307.25,-1307.25,2025-06-30,12,Jun
FY25,Academic Technologies,Academic Technology,a/o 6/30/25,IT/Univ. Salaries,Salaries,517985,527309,558693.9,-31384.900000000023,2025-06-30,12,Jun
FY25,Academic Technologies,Academic Technology,a/o 6/30/25,Bonuses/VSDP,Bonus/OT/VSDP,1250,1250,7502,-6252,2025-06-30,12,Jun
FY25,Academic Technologies,Academic Technology,a/o 6/30/25,OnCall/OT,Bonus/OT/VSDP,3333,3333,800,2533,2025-06-30,12,Jun
FY25,Academic Technologies,Academic Technology,a/o 6/30/25,Fringe,Fringes,174916,166181,210751.09,-44570.09,2025-06-30,12,Jun
FY25,Academic Technologies,Academic Technology,a/o 6/30/25,Recoveries,Recoveries & Revenue,0,0,-81911.09,81911.09,2025-06-30,12,Jun
FY25,Academic Technologies,Academic Technology,a/o 6/30/25,Supplies/Printing,Supplies & Printing,2000,2000,1.13,1998.87,2025-06-30,12,Jun
FY25,Academic Technologies,Academic Technology,a/o 6/30/25,Telecomm,Telecomm & Network,2280,2280,1707.75,572.25,2025-06-30,12,Jun
FY25,Academic Technologies,Academic Technology,a/o 6/30/25,Travel/Training,Training & Travel,2875,2875,2343,-1468,2025-06-30,12,Jun
FY25,Academic Technologies,Academic Technology,a/o 6/30/25,Software Maintenance,Software & Maintenance,732942,732942,444313.85,288628.15,2025-06-30,12,Jun
FY25,Academic Technologies,Academic Technology,a/o 6/30/25,Hardware/RamTech,Equipment & Hardware,4000,4000,3145.12,854.8800000000001,2025-06-30,12,Jun
FY25,Media Support Services,Academic Technology,a/o 6/30/25,Salaries,Salaries,161706,166098,207629.87,-41531.869999999995,2025-06-30,12,Jun
FY25,Media Support Services,Academic Technology,a/o 6/30/25,Bonuses/On Call/VSDP,Bonus/OT/VSDP,750,750,3180,-2430,2025-06-30,12,Jun
FY25,Media Support Services,Academic Technology,a/o 6/30/25,Fringes,Fringes,76975,73733,79724.14,-5991.139999999999,2025-06-30,12,Jun
FY25,Media Support Services,Academic Technology,a/o 6/30/25,Other,Other,0,0,0.25,-0.25,2025-06-30,12,Jun
FY25,Media Support Services,Academic Technology,a/o 6/30/25,Clothing/Supplies/Postage,Supplies & Printing,1200,1200,1226.97,-26.970000000000027,2025-06-30,12,Jun
FY25,Media Support Services,Academic Technology,a/o 6/30/25,University/FMD/Data/Fuel,Other,0,0,68,-68,2025-06-30,12,Jun
FY25,Media Support Services,Academic Technology,a/o 6/30/25,Telecomm/Wireless,Telecomm & Network,1080,1080,1138.2,-58.200000000000045,2025-06-30,12,Jun
FY25,Media Support Services,Academic Technology,a/o 6/30/25,Hardware/Software,Software & Maintenance,2400,2400,87262.43,-84862.43,2025-06-30,12,Jun
FY25,Media Support Services,Academic Technology,a/o 6/30/25,Audio Visual Equipment,Equipment & Hardware,0,0,746.9300000000001,-746.9300000000001,2025-06-30,12,Jun
FY25,Media Support Services,Academic Technology,a/o 6/30/25,Recoveries/Internal Serv. Charge,Recoveries & Revenue,-35000,-35000,-42975,7975,2025-06-30,12,Jun
FY25,Information Security,Information Security,a/o 6/30/25,IT/Univ. Salaries,Salaries,706184,723509,833376.48,-109867.47999999998,2025-06-30,12,Jun
FY25,Information Security,Information Security,a/o 6/30/25,Student/Hourly Wages,Salaries,28000,28000,40031.67,-12031.669999999998,2025-06-30,12,Jun
FY25,Information Security,Information Security,a/o 6/30/25,Bonus,Bonus/OT/VSDP,0,0,18044,-18044,2025-06-30,12,Jun
FY25,Information Security,Information Security,a/o 6/30/25,Fringes,Fringes,226951,213748,323202.53,-109454.53000000003,2025-06-30,12,Jun
FY25,Information Security,Information Security,a/o 6/30/25,Technical/Contractual Services,Contractual & Services,56855,56855,2258,54597,2025-06-30,12,Jun
FY25,Information Security,Information Security,a/o 6/30/25,Supplies/Printing/Postage,Supplies & Printing,10000,10000,9109.690000000002,890.3099999999977,2025-06-30,12,Jun
FY25,Information Security,Information Security,a/o 6/30/25,Telecomm/Wireless,Telecomm & Network,1520,1520,2546.41,-1026.4099999999999,2025-06-30,12,Jun
FY25,Information Security,Information Security,a/o 6/30/25,Tech & Computer Consulting,Equipment & Hardware,170000,170000,45305,124695,2025-06-30,12,Jun
FY25,Information Security,Information Security,a/o 6/30/25,Training/Travel/Memberships,Training & Travel,8625,8625,18156.18,-9531.18,2025-06-30,12,Jun
FY25,Information Security,Information Security,a/o 6/30/25,Internal Service Charge,Recoveries & Revenue,0,0,-332468.60000000003,332468.60000000003,2025-06-30,12,Jun
FY25,Information Security,Information Security,a/o 6/30/25,Maintenance,Software & Maintenance,79729,79729,558492.38,-478763.38,2025-06-30,12,Jun
FY25,Information Security,Information Security,a/o 6/30/25,IT/Univ. Salaries,Salaries,468726,482421,613902.12,-131481.12,2025-06-30,12,Jun
FY25,Information Security,Information Security,a/o 6/30/25,On Call,Bonus/OT/VSDP,0,0,11917,-11917,2025-06-30,12,Jun
FY25,Information Security,Information Security,a/o 6/30/25,Hourly,Salaries,0,0,17751.82,-17751.82,2025-06-30,12,Jun
FY25,Information Security,Information Security,a/o 6/30/25,Hourly Fringe,Salaries,0,0,1363.88,-1363.88,2025-06-30,12,Jun
FY25,Information Security,Information Security,a/o 6/30/25,Fringes,Fringes,155074,145894,237429.24000000002,-91535.24000000002,2025-06-30,12,Jun
FY25,Information Security,Information Security,a/o 6/30/25,Training/Travel,Training & Travel,2875,2875,2575.8,299.1999999999998,2025-06-30,12,Jun
FY25,Information Security,Information Security,a/o 6/30/25,Telecomm/Wireless,Telecomm & Network,-360,-360,725.11,-1085.1100000000001,2025-06-30,12,Jun
FY25,Information Security,Information Security,a/o 6/30/25,IT/Univ. Salaries,Salaries,397084,402681,271639.92,131041.08000000002,2025-06-30,12,Jun
FY25,Information Security,Information Security,a/o 6/30/25,Bonus,Bonus/OT/VSDP,0,0,4053,-4053,2025-06-30,12,Jun
FY25,Information Security,Information Security,a/o 6/30/25,Fringes,Fringes,134752,130463,104490.41,25972.589999999997,2025-06-30,12,Jun
FY25,Information Security,Information Security,a/o 6/30/25,Printing,Supplies & Printing,0,0,0.32,-0.32,2025-06-30,12,Jun
FY25,Information Security,Information Security,a/o 6/30/25,Telecomm,Telecomm & Network,1340,1340,1617.6,-277.5999999999999,2025-06-30,12,Jun
FY25,Information Security,Information Security,a/o 6/30/25,Internal charge,Recoveries & Revenue,0,0,-12780,12780,2025-06-30,12,Jun
FY25,Information Security,Information Security,a/o 6/30/25,Software/Maintenance,Software & Maintenance,152682,152682,148930.97,3751.029999999999,2025-06-30,12,Jun
FY25,Information Security,Information Security,a/o 6/30/25,Computer less than $2K,Equipment & Hardware,1600,1600,2394,-794,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Contractual Services,Contractual & Services,113800,184324,45,184279,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Technical Services,Contractual & Services,0,0,3605,-3605,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Services,Other,0,0,27820.24,-27820.24,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Maintenance,Software & Maintenance,0,0,184749.93,-184749.93,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Supplies,Supplies & Printing,0,0,1935,-1935,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,InfoTech/Univ Salaries/VSDP,Salaries,740774,762210,1040026.5800000001,-277816.5800000001,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Bonuses,Bonus/OT/VSDP,3000,3000,27222.11,-24222.11,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,OT,Other,0,0,6821.07,-6821.07,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,On Call,Bonus/OT/VSDP,0,0,1142.58,-1142.58,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Student/Hourly Wages,Salaries,46000,46000,109603.77,-63603.770000000004,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Fringe Part time,Fringes,3773,3773,210.51,3562.49,2025-06-30,12,Jun
