FY,Department,Division,Month,Category,Category_Group,Perm_Budget,Current_Budget,Expenditure,Balance,Date,Fiscal_Month,Month_Name
FY25,Administrative Systems,Application Services,a/o 5/31/25,Maintenance,Software & Maintenance,701560,701560,598218.76,103341.23999999999,2025-05-31,11,May
FY25,Administrative Systems,Application Services,a/o 6/30/25,Maintenance,Software & Maintenance,701560,701560,1485729.88,-784169.8799999999,2025-06-30,12,Jun
FY25,Administrative Systems,Application Services,a/o 8/31/24,Training/Memberships,Training & Travel,7494,7494,650,4640.25,2024-08-31,2,Aug
FY25,Administrative Systems,Application Services,a/o 9/30/24,Training/Memberships,Training & Travel,7494,7494,650,4640.25,2024-09-30,3,Sep
FY25,Administrative Systems,Application Services,a/o 10/31/24,Training/Memberships,Training & Travel,7494,7494,1637.25,5856.75,2024-10-31,4,Oct
FY25,Administrative Systems,Application Services,a/o 11/30/24,Training/Memberships,Training & Travel,7494,7494,1637.25,5856.75,2024-11-30,5,Nov
FY25,Administrative Systems,Application Services,a/o 12/31/24,Training/Memberships,Training & Travel,7494,7494,1637.25,5856.75,2024-12-31,6,Dec
FY25,Administrative Systems,Application Services,a/o 1/31/25,Training/Memberships,Training & Travel,7494,7494,1637.25,5856.75,2025-01-31,7,Jan
FY25,Administrative Systems,Application Services,a/o 2/28/25,Training/Memberships,Training & Travel,7494,7494,1637.25,5856.75,2025-02-28,8,Feb
FY25,Administrative Systems,Application Services,a/o 3/31/25,Training/Memberships,Training & Travel,7494,7494,3600.9100000000003,3893.0899999999997,2025-03-31,9,Mar
FY25,Administrative Systems,Application Services,a/o 4/30/25,Training/Memberships,Training & Travel,7494,7494,5151.39,2342.6099999999997,2025-04-30,10,Apr
FY25,Administrative Systems,Application Services,a/o 5/31/25,Training/Memberships,Training & Travel,7494,7494,5151.39,2342.6099999999997,2025-05-31,11,May
FY25,Administrative Systems,Application Services,a/o 6/30/25,Training/Memberships,Training & Travel,7494,7494,5151.39,2342.6099999999997,2025-06-30,12,Jun
FY25,Administrative Systems,Application Services,a/o 11/30/24,Supplies,Supplies & Printing,14426,14426,29.49,14396.51,2024-11-30,5,Nov
FY25,Administrative Systems,Application Services,a/o 12/31/24,Supplies,Supplies & Printing,14426,14426,29.49,14396.51,2024-12-31,6,Dec
FY25,Administrative Systems,Application Services,a/o 1/31/25,Supplies,Supplies & Printing,14426,14426,29.49,14396.51,2025-01-31,7,Jan
FY25,Administrative Systems,Application Services,a/o 2/28/25,Supplies,Supplies & Printing,14426,14426,157.72,14268.28,2025-02-28,8,Feb
FY25,Administrative Systems,Application Services,a/o 3/31/25,Supplies,Supplies & Printing,14426,14426,157.72,14268.28,2025-03-31,9,Mar
FY25,Administrative Systems,Application Services,a/o 4/30/25,Supplies,Supplies & Printing,14426,14426,157.72,14268.28,2025-04-30,10,Apr
FY25,Administrative Systems,Application Services,a/o 5/31/25,Supplies,Supplies & Printing,14426,14426,157.72,14268.28,2025-05-31,11,May
FY25,Administrative Systems,Application Services,a/o 6/30/25,Supplies,Supplies & Printing,14426,14426,157.72,14268.28,2025-06-30,12,Jun
FY25,Administrative Systems,Application Services,a/o 8/31/24,Hardware/Software/RamTech,Software & Maintenance,4810,4810,2728,2082,2024-08-31,2,Aug
FY25,Administrative Systems,Application Services,a/o 9/30/24,Hardware/Software/RamTech,Software & Maintenance,4810,4810,4188.53,621.4700000000003,2024-09-30,3,Sep
FY25,Administrative Systems,Application Services,a/o 10/31/24,Hardware/Software/RamTech,Software & Maintenance,4810,4810,4188.53,621.4700000000003,2024-10-31,4,Oct
FY25,Administrative Systems,Application Services,a/o 11/30/24,Hardware/Software/RamTech,Software & Maintenance,4810,4810,4188.53,621.4700000000003,2024-11-30,5,Nov
FY25,Administrative Systems,Application Services,a/o 12/31/24,Hardware/Software/RamTech,Software & Maintenance,4810,4810,4188.53,621.4700000000003,2024-12-31,6,Dec
FY25,Administrative Systems,Application Services,a/o 1/31/25,Hardware/Software/RamTech,Software & Maintenance,4810,4810,4188.53,621.4700000000003,2025-01-31,7,Jan
FY25,Administrative Systems,Application Services,a/o 2/28/25,Hardware/Software/RamTech,Software & Maintenance,4810,4810,4188.53,621.4700000000003,2025-02-28,8,Feb
FY25,Administrative Systems,Application Services,a/o 3/31/25,Hardware/Software/RamTech,Software & Maintenance,4810,4810,4188.53,621.4700000000003,2025-03-31,9,Mar
FY25,Administrative Systems,Application Services,a/o 4/30/25,Hardware/Software/RamTech,Software & Maintenance,4810,4810,5438.53,-628.5299999999997,2025-04-30,10,Apr
FY25,Administrative Systems,Application Services,a/o 5/31/25,Hardware/Software/RamTech,Software & Maintenance,4810,4810,5438.53,-628.5299999999997,2025-05-31,11,May
FY25,Administrative Systems,Application Services,a/o 6/30/25,Hardware/Software/RamTech,Software & Maintenance,4810,4810,5438.53,-628.5299999999997,2025-06-30,12,Jun
FY25,Application Services,Application Services,a/o 7/31/24,Faculty Salaries,Salaries,0,0,127366.6,-1411795.09,2024-07-31,1,Jul
FY25,Application Services,Application Services,a/o 8/31/24,Faculty Salaries,Salaries,0,0,311236.92,-1431819.1099999999,2024-08-31,2,Aug
FY25,Application Services,Application Services,a/o 9/30/24,Faculty Salaries,Salaries,0,0,431991.26,-1434214.1099999999,2024-09-30,3,Sep
FY25,Application Services,Application Services,a/o 10/31/24,Faculty Salaries,Salaries,0,0,492210.93,-1435254.11,2024-10-31,4,Oct
FY25,Application Services,Application Services,a/o 11/30/24,Faculty Salaries,Salaries,0,0,613016.27,-1437700.1099999999,2024-11-30,5,Nov
FY25,Application Services,Application Services,a/o 12/31/24,Faculty Salaries,Salaries,0,0,733539.61,-1439864.1099999999,2024-12-31,6,Dec
FY25,Application Services,Application Services,a/o 1/31/25,Faculty Salaries,Salaries,0,0,913842.62,-1442628.1099999999,2025-01-31,7,Jan
FY25,Application Services,Application Services,a/o 2/28/25,Faculty Salaries,Salaries,0,0,1034918.96,-1501023.3199999998,2025-02-28,8,Feb
FY25,Application Services,Application Services,a/o 3/31/25,Faculty Salaries,Salaries,0,0,1155227.3,-1447294.11,2025-03-31,9,Mar
FY25,Application Services,Application Services,a/o 4/30/25,Faculty Salaries,Salaries,0,0,1215630.97,-1564402.52,2025-04-30,10,Apr
FY25,Application Services,Application Services,a/o 5/31/25,Faculty Salaries,Salaries,0,0,1396544.98,-1455724.65,2025-05-31,11,May
FY25,Application Services,Application Services,a/o 6/30/25,Faculty Salaries,Salaries,0,0,1456988.65,-1456988.65,2025-06-30,12,Jun
FY25,Application Services,Application Services,a/o 7/31/24,Hourly Wages,Salaries,18794,18794,11.25,18782.75,2024-07-31,1,Jul
FY25,Application Services,Application Services,a/o 8/31/24,Hourly Wages,Salaries,18794,18794,26.25,18767.75,2024-08-31,2,Aug
FY25,Application Services,Application Services,a/o 9/30/24,Hourly Wages,Salaries,18794,18794,322.5,18471.5,2024-09-30,3,Sep
FY25,Application Services,Application Services,a/o 10/31/24,Hourly Wages,Salaries,18794,18794,697.5,18096.5,2024-10-31,4,Oct
FY25,Application Services,Application Services,a/o 11/30/24,Hourly Wages,Salaries,18794,18794,2122.5,16671.5,2024-11-30,5,Nov
FY25,Application Services,Application Services,a/o 12/31/24,Hourly Wages,Salaries,18794,18794,3356.25,15437.75,2024-12-31,6,Dec
FY25,Application Services,Application Services,a/o 1/31/25,Hourly Wages,Salaries,18794,18794,4751.25,14042.75,2025-01-31,7,Jan
FY25,Application Services,Application Services,a/o 2/28/25,Hourly Wages,Salaries,18794,18794,5580,13214,2025-02-28,8,Feb
FY25,Application Services,Application Services,a/o 3/31/25,Hourly Wages,Salaries,18794,18794,6378.75,12415.25,2025-03-31,9,Mar
FY25,Application Services,Application Services,a/o 4/30/25,Hourly Wages,Salaries,18794,18794,6821.25,11972.75,2025-04-30,10,Apr
FY25,Application Services,Application Services,a/o 5/31/25,Hourly Wages,Salaries,18794,18794,7890,10904,2025-05-31,11,May
FY25,Application Services,Application Services,a/o 6/30/25,Hourly Wages,Salaries,18794,18794,7995,10799,2025-06-30,12,Jun
FY25,Application Services,Application Services,a/o 7/31/24,On Call,Bonus/OT/VSDP,9524,9524,31,9493,2024-07-31,1,Jul
FY25,Application Services,Application Services,a/o 1/31/25,Bonus,Bonus/OT/VSDP,0,0,1000,-1000,2025-01-31,7,Jan
FY25,Application Services,Application Services,a/o 2/28/25,Bonus,Bonus/OT/VSDP,0,0,1000,-1000,2025-02-28,8,Feb
FY25,Application Services,Application Services,a/o 3/31/25,Bonus,Bonus/OT/VSDP,0,0,1000,-1000,2025-03-31,9,Mar
FY25,Application Services,Application Services,a/o 4/30/25,Bonus,Bonus/OT/VSDP,0,0,1000,-1000,2025-04-30,10,Apr
FY25,Application Services,Application Services,a/o 5/31/25,Bonus,Bonus/OT/VSDP,0,0,1000,-1000,2025-05-31,11,May
FY25,Application Services,Application Services,a/o 6/30/25,Bonus,Bonus/OT/VSDP,0,0,22305,-22305,2025-06-30,12,Jun
FY25,Application Services,Application Services,a/o 7/31/24,Fringes,Fringes,589813,589813,49631.57,30263.319469999988,2024-07-31,1,Jul
FY25,Application Services,Application Services,a/o 8/31/24,On Call,Bonus/OT/VSDP,9524,9524,31,9493,2024-08-31,2,Aug
FY25,Application Services,Application Services,a/o 9/30/24,On Call,Bonus/OT/VSDP,9524,9524,31,9493,2024-09-30,3,Sep
FY25,Application Services,Application Services,a/o 10/31/24,On Call,Bonus/OT/VSDP,9524,9524,93,9431,2024-10-31,4,Oct
FY25,Application Services,Application Services,a/o 11/30/24,On Call,Bonus/OT/VSDP,9524,9524,216,9308,2024-11-30,5,Nov
FY25,Application Services,Application Services,a/o 12/31/24,On Call,Bonus/OT/VSDP,9524,9524,469,9055,2024-12-31,6,Dec
FY25,Application Services,Application Services,a/o 1/31/25,On Call,Bonus/OT/VSDP,9524,9524,974,8550,2025-01-31,7,Jan
FY25,Application Services,Application Services,a/o 2/28/25,On Call,Bonus/OT/VSDP,9524,9524,974,8550,2025-02-28,8,Feb
FY25,Application Services,Application Services,a/o 3/31/25,On Call,Bonus/OT/VSDP,9524,9524,1035,8489,2025-03-31,9,Mar
FY25,Application Services,Application Services,a/o 4/30/25,On Call,Bonus/OT/VSDP,9524,9524,1066,8458,2025-04-30,10,Apr
FY25,Application Services,Application Services,a/o 5/31/25,On Call,Bonus/OT/VSDP,9524,9524,1066,8458,2025-05-31,11,May
FY25,Application Services,Application Services,a/o 6/30/25,On Call,Bonus/OT/VSDP,9524,9524,1223,8301,2025-06-30,12,Jun
FY25,Application Services,Application Services,a/o 8/31/24,Fringes,Fringes,589813,589813,121206.05,23735.82056999998,2024-08-31,2,Aug
FY25,Application Services,Application Services,a/o 9/30/24,Fringes,Fringes,589813,589813,168194.72,23735.808549999958,2024-09-30,3,Sep
FY25,Application Services,Application Services,a/o 10/31/24,Fringes,Fringes,589813,589813,190742.18,39771.368419999955,2024-10-31,4,Oct
FY25,Application Services,Application Services,a/o 11/30/24,Fringes,Fringes,589813,566095,235837.09,16053.366960000014,2024-11-30,5,Nov
FY25,Application Services,Application Services,a/o 12/31/24,Fringes,Fringes,589813,566095,274153.4,22831.965499999933,2024-12-31,6,Dec
FY25,Application Services,Application Services,a/o 1/31/25,Fringes,Fringes,589813,566095,342176.76,22450.968310000026,2025-01-31,7,Jan
FY25,Application Services,Application Services,a/o 2/28/25,Fringes,Fringes,589813,566095,387271.68,1237.5588400000706,2025-02-28,8,Feb
FY25,Application Services,Application Services,a/o 3/31/25,Fringes,Fringes,589813,566095,432366.60000000003,22450.945390000008,2025-03-31,9,Mar
FY25,Application Services,Application Services,a/o 4/30/25,Fringes,Fringes,589813,566095,454914.05,-21701.010550000006,2025-04-30,10,Apr
FY25,Application Services,Application Services,a/o 5/31/25,Fringes,Fringes,589813,566095,522556.44000000006,20991.105729999952,2025-05-31,11,May
FY25,Application Services,Application Services,a/o 6/30/25,Fringes,Fringes,589813,566095,553221.1,12873.900000000023,2025-06-30,12,Jun
FY25,Application Services,Application Services,a/o 6/30/25,Tele Sppt.,Telecomm & Network,0,0,7524.72,-7524.72,2025-06-30,12,Jun
FY25,Application Services,Application Services,a/o 7/31/24,Supplies/Postage,Supplies & Printing,17960,17960,5.85,17954.15,2024-07-31,1,Jul
FY25,Application Services,Application Services,a/o 7/31/24,Computer Supplies,Supplies & Printing,0,0,725.43,-725.43,2024-07-31,1,Jul
FY25,Application Services,Application Services,a/o 8/31/24,Supplies/Postage,Supplies & Printing,17960,17960,5.85,17954.15,2024-08-31,2,Aug
FY25,Application Services,Application Services,a/o 9/30/24,Supplies/Postage,Supplies & Printing,17960,17960,5.85,17954.15,2024-09-30,3,Sep
FY25,Application Services,Application Services,a/o 10/31/24,Supplies/Postage,Supplies & Printing,17960,17960,5.85,17954.15,2024-10-31,4,Oct
FY25,Application Services,Application Services,a/o 11/30/24,Supplies/Postage,Supplies & Printing,17960,17960,5.85,17954.15,2024-11-30,5,Nov
FY25,Application Services,Application Services,a/o 12/31/24,Supplies/Postage,Supplies & Printing,17960,17960,5.85,17954.15,2024-12-31,6,Dec
FY25,Application Services,Application Services,a/o 1/31/25,Supplies/Postage,Supplies & Printing,17960,17960,5.85,17954.15,2025-01-31,7,Jan
FY25,Application Services,Application Services,a/o 2/28/25,Supplies/Postage,Supplies & Printing,17960,17960,5.85,17954.15,2025-02-28,8,Feb
FY25,Application Services,Application Services,a/o 3/31/25,Supplies/Postage,Supplies & Printing,17960,17960,5.85,17954.15,2025-03-31,9,Mar
FY25,Application Services,Application Services,a/o 4/30/25,Supplies/Postage,Supplies & Printing,17960,17960,5.85,17954.15,2025-04-30,10,Apr
FY25,Application Services,Application Services,a/o 5/31/25,Supplies/Postage,Supplies & Printing,17960,17960,5.85,17954.15,2025-05-31,11,May
FY25,Application Services,Application Services,a/o 6/30/25,Supplies/Postage,Supplies & Printing,17960,17960,62.47,17897.53,2025-06-30,12,Jun
FY25,Application Services,Application Services,a/o 7/31/24,Telecomm/Wireless,Telecomm & Network,13090,13090,346.84999999999997,12743.15,2024-07-31,1,Jul
FY25,Application Services,Application Services,a/o 8/31/24,Computer Supplies,Supplies & Printing,0,0,725.43,-725.43,2024-08-31,2,Aug
FY25,Application Services,Application Services,a/o 9/30/24,Computer Supplies,Supplies & Printing,0,0,725.43,-725.43,2024-09-30,3,Sep
FY25,Application Services,Application Services,a/o 10/31/24,Computer Supplies,Supplies & Printing,0,0,725.43,-725.43,2024-10-31,4,Oct
FY25,Application Services,Application Services,a/o 11/30/24,Computer Supplies,Supplies & Printing,0,0,725.43,-725.43,2024-11-30,5,Nov
FY25,Application Services,Application Services,a/o 12/31/24,Computer Supplies,Supplies & Printing,0,0,725.43,-725.43,2024-12-31,6,Dec
FY25,Application Services,Application Services,a/o 1/31/25,Computer Supplies,Supplies & Printing,0,0,725.43,-725.43,2025-01-31,7,Jan
FY25,Application Services,Application Services,a/o 2/28/25,Computer Supplies,Supplies & Printing,0,0,725.43,-725.43,2025-02-28,8,Feb
FY25,Application Services,Application Services,a/o 3/31/25,Computer Supplies,Supplies & Printing,0,0,1283.97,-1283.97,2025-03-31,9,Mar
FY25,Application Services,Application Services,a/o 4/30/25,Computer Supplies,Supplies & Printing,0,0,1357.87,-1357.87,2025-04-30,10,Apr
FY25,Application Services,Application Services,a/o 5/31/25,Computer Supplies,Supplies & Printing,0,0,1357.87,-1357.87,2025-05-31,11,May
FY25,Application Services,Application Services,a/o 6/30/25,Computer Supplies,Supplies & Printing,0,0,1357.87,-1357.87,2025-06-30,12,Jun
FY25,Application Services,Application Services,a/o 8/31/24,Telecomm/Wireless,Telecomm & Network,13090,13090,694.15,12395.85,2024-08-31,2,Aug
FY25,Application Services,Application Services,a/o 9/30/24,Telecomm/Wireless,Telecomm & Network,13090,13090,1041.45,12048.55,2024-09-30,3,Sep
FY25,Application Services,Application Services,a/o 10/31/24,Telecomm/Wireless,Telecomm & Network,13090,13090,1389.3999999999999,11700.6,2024-10-31,4,Oct
FY25,Application Services,Application Services,a/o 11/30/24,Telecomm/Wireless,Telecomm & Network,13090,13090,1736.7,11353.3,2024-11-30,5,Nov
FY25,Application Services,Application Services,a/o 12/31/24,Telecomm/Wireless,Telecomm & Network,13090,13090,2084,11006,2024-12-31,6,Dec
FY25,Application Services,Application Services,a/o 1/31/25,Telecomm/Wireless,Telecomm & Network,13090,13090,2431.3,10658.7,2025-01-31,7,Jan
FY25,Application Services,Application Services,a/o 2/28/25,Telecomm/Wireless,Telecomm & Network,13090,13090,2778.6,10311.4,2025-02-28,8,Feb
FY25,Application Services,Application Services,a/o 3/31/25,Telecomm/Wireless,Telecomm & Network,13090,13090,3125.9,9964.1,2025-03-31,9,Mar
FY25,Application Services,Application Services,a/o 4/30/25,Telecomm/Wireless,Telecomm & Network,13090,13090,3473.2,9616.8,2025-04-30,10,Apr
FY25,Application Services,Application Services,a/o 5/31/25,Telecomm/Wireless,Telecomm & Network,13090,13090,3820.5,9269.5,2025-05-31,11,May
FY25,Application Services,Application Services,a/o 6/30/25,Telecomm/Wireless,Telecomm & Network,13090,13090,4167.8,8922.2,2025-06-30,12,Jun
FY25,Application Services,Application Services,a/o 8/31/24,Training/Travel,Training & Travel,21967,21967,2700,19267,2024-08-31,2,Aug
FY25,Application Services,Application Services,a/o 9/30/24,Training/Travel,Training & Travel,21967,21967,2805.6,19161.4,2024-09-30,3,Sep
FY25,Application Services,Application Services,a/o 10/31/24,Training/Travel,Training & Travel,21967,21967,2805.6,12975.4,2024-10-31,4,Oct
FY25,Application Services,Application Services,a/o 11/30/24,Training/Travel,Training & Travel,21967,21967,2805.6,12975.4,2024-11-30,5,Nov
FY25,Application Services,Application Services,a/o 12/31/24,Training/Travel,Training & Travel,21967,21967,2805.6,12975.4,2024-12-31,6,Dec
FY25,Application Services,Application Services,a/o 1/31/25,Training/Travel,Training & Travel,21967,21967,2805.6,12975.4,2025-01-31,7,Jan
FY25,Application Services,Application Services,a/o 2/28/25,Training/Travel,Training & Travel,21967,21967,2805.6,12975.4,2025-02-28,8,Feb
FY25,Application Services,Application Services,a/o 3/31/25,Training/Travel,Training & Travel,21967,21967,2805.6,12975.4,2025-03-31,9,Mar
FY25,Application Services,Application Services,a/o 4/30/25,Training/Travel,Training & Travel,21967,21967,2805.6,12975.4,2025-04-30,10,Apr
FY25,Application Services,Application Services,a/o 5/31/25,Training/Travel,Training & Travel,21967,21967,2805.6,19161.4,2025-05-31,11,May
FY25,Application Services,Application Services,a/o 6/30/25,Training/Travel,Training & Travel,21967,21967,2805.6,19161.4,2025-06-30,12,Jun
FY25,Application Services,Application Services,a/o 2/28/25,Lease/Other Op/Print,Bonus/OT/VSDP,10000,10000,460,9540,2025-02-28,8,Feb
FY25,Application Services,Application Services,a/o 3/31/25,Lease/Other Op/Print,Bonus/OT/VSDP,10000,10000,460,9540,2025-03-31,9,Mar
FY25,Application Services,Application Services,a/o 4/30/25,Lease/Other Op/Print,Bonus/OT/VSDP,10000,10000,1810,8190,2025-04-30,10,Apr
FY25,Application Services,Application Services,a/o 5/31/25,Lease/Other Op/Print,Bonus/OT/VSDP,10000,10000,1810,8190,2025-05-31,11,May
FY25,Application Services,Application Services,a/o 6/30/25,Lease/Other Op/Print,Bonus/OT/VSDP,10000,10000,1810,8190,2025-06-30,12,Jun
FY25,Application Services,Application Services,a/o 7/31/24,Software,Software & Maintenance,0,0,108031.38,-108031.38,2024-07-31,1,Jul
FY25,Application Services,Application Services,a/o 8/31/24,Software,Software & Maintenance,0,0,113684.33,-113684.33,2024-08-31,2,Aug
FY25,Application Services,Application Services,a/o 9/30/24,Software,Software & Maintenance,0,0,130961.93,-130961.93,2024-09-30,3,Sep
FY25,Application Services,Application Services,a/o 10/31/24,Software Maintenance,Software & Maintenance,253200,253200,132650.53,83583.93,2024-10-31,4,Oct
FY25,Application Services,Application Services,a/o 11/30/24,Software Maintenance,Software & Maintenance,253200,253200,359280.21,-106080.21000000002,2024-11-30,5,Nov
FY25,Application Services,Application Services,a/o 12/31/24,Software Maintenance,Software & Maintenance,253200,253200,400524,-147324,2024-12-31,6,Dec
FY25,Application Services,Application Services,a/o 1/31/25,Software Maintenance,Software & Maintenance,253200,253200,428146.89,-174946.89,2025-01-31,7,Jan
FY25,Application Services,Application Services,a/o 2/28/25,Software Maintenance,Software & Maintenance,253200,253200,430309.99,-177109.99,2025-02-28,8,Feb
FY25,Application Services,Application Services,a/o 3/31/25,Software Maintenance,Software & Maintenance,253200,253200,431579.29,-178379.28999999998,2025-03-31,9,Mar
FY25,Application Services,Application Services,a/o 4/30/25,Software Maintenance,Software & Maintenance,253200,253200,445490.63,-192290.63,2025-04-30,10,Apr
FY25,Application Services,Application Services,a/o 5/31/25,Software Maintenance,Software & Maintenance,253200,253200,454942.28,-201742.28000000003,2025-05-31,11,May
FY25,Application Services,Application Services,a/o 6/30/25,Software Maintenance,Software & Maintenance,253200,253200,485287.48000000004,-232087.48000000004,2025-06-30,12,Jun
FY25,Application Services,Application Services,a/o 8/31/24,Hardware/RamTech,Equipment & Hardware,38020,38020,4506.95,33513.05,2024-08-31,2,Aug
FY25,Application Services,Application Services,a/o 9/30/24,Hardware/RamTech,Equipment & Hardware,38020,38020,4506.95,33513.05,2024-09-30,3,Sep
FY25,Application Services,Application Services,a/o 10/31/24,Hardware/RamTech,Equipment & Hardware,38020,38020,6105.95,31914.05,2024-10-31,4,Oct
FY25,Application Services,Application Services,a/o 11/30/24,Hardware/RamTech,Equipment & Hardware,38020,38020,6105.95,31914.05,2024-11-30,5,Nov
FY25,Application Services,Application Services,a/o 12/31/24,Hardware/RamTech,Equipment & Hardware,38020,38020,7594.07,30425.93,2024-12-31,6,Dec
FY25,Application Services,Application Services,a/o 1/31/25,Hardware/RamTech,Equipment & Hardware,38020,38020,7594.07,30425.93,2025-01-31,7,Jan
FY25,Application Services,Application Services,a/o 2/28/25,Hardware/RamTech,Equipment & Hardware,38020,38020,14281.77,23738.23,2025-02-28,8,Feb
FY25,Application Services,Application Services,a/o 3/31/25,Hardware/RamTech,Equipment & Hardware,38020,38020,14281.77,23738.23,2025-03-31,9,Mar
FY25,Application Services,Application Services,a/o 4/30/25,Hardware/RamTech,Equipment & Hardware,38020,38020,14281.77,23738.23,2025-04-30,10,Apr
FY25,Application Services,Application Services,a/o 5/31/25,Hardware/RamTech,Equipment & Hardware,38020,38020,14281.77,23738.23,2025-05-31,11,May
FY25,Application Services,Application Services,a/o 6/30/25,Hardware/RamTech,Equipment & Hardware,38020,38020,14281.77,23738.23,2025-06-30,12,Jun
FY25,Application Services,Application Services,a/o 9/30/24,Internal/Recovery,Recoveries & Revenue,0,0,-4000,4000,2024-09-30,3,Sep
FY25,Application Services,Application Services,a/o 10/31/24,Internal/Recovery,Recoveries & Revenue,0,0,-4000,4000,2024-10-31,4,Oct
FY25,Application Services,Application Services,a/o 11/30/24,Internal/Recovery,Recoveries & Revenue,0,0,-4000,4000,2024-11-30,5,Nov
FY25,Application Services,Application Services,a/o 12/31/24,Internal/Recovery,Recoveries & Revenue,0,0,-4000,4000,2024-12-31,6,Dec
FY25,Application Services,Application Services,a/o 1/31/25,Internal/Recovery,Recoveries & Revenue,0,0,-4000,4000,2025-01-31,7,Jan
FY25,Application Services,Application Services,a/o 2/28/25,Internal/Recovery,Recoveries & Revenue,0,0,-4000,4000,2025-02-28,8,Feb
FY25,Application Services,Application Services,a/o 3/31/25,Internal/Recovery,Recoveries & Revenue,0,0,-4000,4000,2025-03-31,9,Mar
FY25,Application Services,Application Services,a/o 4/30/25,Internal/Recovery,Recoveries & Revenue,0,0,-2590,2590,2025-04-30,10,Apr
FY25,Application Services,Application Services,a/o 5/31/25,Internal/Recovery,Recoveries & Revenue,0,0,-1543.21,1543.21,2025-05-31,11,May
FY25,Application Services,Application Services,a/o 6/30/25,Internal/Recovery,Recoveries & Revenue,0,0,-1543.21,1543.21,2025-06-30,12,Jun
FY25,Central Services,Central Services,a/o 7/31/24,IT Salaries,Salaries,843988,843988,67451.32,36772.159999999916,2024-07-31,1,Jul
FY25,Central Services,Central Services,a/o 8/31/24,IT Salaries,Salaries,843988,843988,168628.3,36472.159999999916,2024-08-31,2,Aug
FY25,Central Services,Central Services,a/o 9/30/24,IT Salaries,Salaries,843988,843988,236079.62,36272.16000000003,2024-09-30,3,Sep
FY25,Central Services,Central Services,a/o 10/31/24,IT Salaries,Salaries,843988,843988,269805.28,36172.159999999916,2024-10-31,4,Oct
FY25,Central Services,Central Services,a/o 11/30/24,IT Salaries,Salaries,843988,843988,337256.6,35972.16000000003,2024-11-30,5,Nov
FY25,Central Services,Central Services,a/o 12/31/24,IT Salaries,Salaries,843988,843988,404707.92,35772.16000000003,2024-12-31,6,Dec
FY25,Central Services,Central Services,a/o 1/31/25,IT Salaries,Salaries,843988,843988,506860.45,30031.080000000075,2025-01-31,7,Jan
FY25,Central Services,Central Services,a/o 2/28/25,IT Salaries,Salaries,843988,843988,575586.03,-6828.030000000028,2025-02-28,8,Feb
FY25,Central Services,Central Services,a/o 3/31/25,IT Salaries,Salaries,843988,843988,644593.53,27375.719999999972,2025-03-31,9,Mar
FY25,Central Services,Central Services,a/o 4/30/25,IT Salaries,Salaries,843988,843988,679097.2799999999,27275.72000000009,2025-04-30,10,Apr
FY25,Central Services,Central Services,a/o 5/31/25,IT Salaries,Salaries,843988,861092,782608.53,44079.71999999997,2025-05-31,11,May
FY25,Central Services,Central Services,a/o 6/30/25,IT Salaries,Salaries,843988,861092,817112.28,43979.71999999997,2025-06-30,12,Jun
FY25,Central Services,Central Services,a/o 11/30/24,On Call,Bonus/OT/VSDP,0,0,266,-266,2024-11-30,5,Nov
FY25,Central Services,Central Services,a/o 12/31/24,On Call,Bonus/OT/VSDP,0,0,721,-721,2024-12-31,6,Dec
FY25,Central Services,Central Services,a/o 1/31/25,On Call/Hourly,Salaries,0,0,1732,-1732,2025-01-31,7,Jan
FY25,Central Services,Central Services,a/o 2/28/25,On Call/Hourly,Salaries,0,0,2456.5,-2456.5,2025-02-28,8,Feb
FY25,Central Services,Central Services,a/o 3/31/25,On Call/Hourly,Salaries,0,0,3139,-3139,2025-03-31,9,Mar
FY25,Central Services,Central Services,a/o 4/30/25,On Call/Hourly,Salaries,0,0,3562.5,-3562.5,2025-04-30,10,Apr
FY25,Central Services,Central Services,a/o 5/31/25,On Call/Hourly,Salaries,0,0,4525,-4525,2025-05-31,11,May
FY25,Central Services,Central Services,a/o 6/30/25,On Call/Hourly,Salaries,0,0,5232,-5232,2025-06-30,12,Jun
FY25,Central Services,Central Services,a/o 7/31/24,Fringe,Fringes,300556,300556,26698.75,-19829.26444,2024-07-31,1,Jul
FY25,Central Services,Central Services,a/o 8/31/24,Bonus,Bonus/OT/VSDP,0,0,500,-500,2024-08-31,2,Aug
FY25,Central Services,Central Services,a/o 9/30/24,Bonus,Bonus/OT/VSDP,0,0,500,-500,2024-09-30,3,Sep
FY25,Central Services,Central Services,a/o 10/31/24,Bonus,Bonus/OT/VSDP,0,0,500,-500,2024-10-31,4,Oct
FY25,Central Services,Central Services,a/o 11/30/24,Bonus,Bonus/OT/VSDP,0,0,500,-500,2024-11-30,5,Nov
FY25,Central Services,Central Services,a/o 12/31/24,Bonus,Bonus/OT/VSDP,0,0,3000,-3000,2024-12-31,6,Dec
FY25,Central Services,Central Services,a/o 1/31/25,Bonus,Bonus/OT/VSDP,0,0,3750,-3750,2025-01-31,7,Jan
FY25,Central Services,Central Services,a/o 2/28/25,Bonus,Bonus/OT/VSDP,0,0,3750,-3750,2025-02-28,8,Feb
FY25,Central Services,Central Services,a/o 3/31/25,Bonus,Bonus/OT/VSDP,0,0,3750,-3750,2025-03-31,9,Mar
